identifier,file,character,source,translation
GLZD437TO,GLOBAL_StringTable.csv,System,All Mental Cobwebs Cleared!,
GLZD438TO,GLOBAL_StringTable.csv,System,All Emotional Baggage Sorted!,
GLZD439TO,GLOBAL_StringTable.csv,System,All Figments Collected!,
GLZD440TO,GLOBAL_StringTable.csv,System,PRIMAL MEMORIES unlocked in JOURNAL,
GLZD441TO,GLOBAL_StringTable.csv,System,Whispering Rock,
GLZD442TO,GLOBAL_StringTable.csv,System,Welcome to Whispering Rock,
GLZD443TO,GLOBAL_StringTable.csv,System,The White Room,
GLZD444TO,GLOBAL_StringTable.csv,System,Sasha Recruits,
GLZD445TO,GLOBAL_StringTable.csv,System,Something in the Woods,
GLZD446TO,GLOBAL_StringTable.csv,System,Fish Stories,
GLZD447TO,GLOBAL_StringTable.csv,System,Shut Up and Do What?,
GLZD448TO,GLOBAL_StringTable.csv,System,Sasha Lectures,
GLZD449TO,GLOBAL_StringTable.csv,System,Brainless Dogen,
GLZD450TO,GLOBAL_StringTable.csv,System,Lili Leaps to Action,
GLZD451TO,GLOBAL_StringTable.csv,System,Lili Kidnapped!,
GLZD452TO,GLOBAL_StringTable.csv,System,"Oleander, Morceau",
GLZD453TO,GLOBAL_StringTable.csv,System,Bobby and Lili,
GLZD454TO,GLOBAL_StringTable.csv,System,Self: Via Brain Tumbler,
GLZD455TO,GLOBAL_StringTable.csv,System,The Caravan,
GLZD456TO,GLOBAL_StringTable.csv,System,Mr. Bun,
GLZD457TO,GLOBAL_StringTable.csv,System,Shadow Monster,
GLZD458TO,GLOBAL_StringTable.csv,System,Loboto and Dogen,
GLZD459TO,GLOBAL_StringTable.csv,System,Dogen Sneezes,
GLZD460TO,GLOBAL_StringTable.csv,System,Blueprint Brain Tank,
GLZD461TO,GLOBAL_StringTable.csv,System,I Know that White Room!,
GLZD462TO,GLOBAL_StringTable.csv,System,"Nein, Sasha",
GLZD463TO,GLOBAL_StringTable.csv,System,Victory for Good Taste,
GLZD464TO,GLOBAL_StringTable.csv,System,Multiple Attackers,
GLZD465TO,GLOBAL_StringTable.csv,System,Censory Overload,
GLZD466TO,GLOBAL_StringTable.csv,System,The Mega Censor,
GLZD467TO,GLOBAL_StringTable.csv,System,"Vodello, Milla",
GLZD468TO,GLOBAL_StringTable.csv,System,Beneath Oblongata,
GLZD469TO,GLOBAL_StringTable.csv,System,Voyage to the Bottom of the Lake,
GLZD470TO,GLOBAL_StringTable.csv,System,High Noon with Fish,
GLZD471TO,GLOBAL_StringTable.csv,System,By the Drowned Spirit,
GLZD472TO,GLOBAL_StringTable.csv,System,"Lungfish, The Hulking",
GLZD473TO,GLOBAL_StringTable.csv,System,Goggalor Attacks,
GLZD474TO,GLOBAL_StringTable.csv,System,The Lungfish Liberation Front,
GLZD475TO,GLOBAL_StringTable.csv,System,Freedom!,
GLZD476TO,GLOBAL_StringTable.csv,System,Kochamara to the Rescue,
GLZD477TO,GLOBAL_StringTable.csv,System,"Die, Kochamara, Die!",
GLZD478TO,GLOBAL_StringTable.csv,System,"Cooper, Boyd",
GLZD479TO,GLOBAL_StringTable.csv,System,To Promote Niceness,
GLZD480TO,GLOBAL_StringTable.csv,System,The Way of the Rainbow Squirts,
GLZD481TO,GLOBAL_StringTable.csv,System,I am the Milkman,
GLZD482TO,GLOBAL_StringTable.csv,System,"Von Gouton, Gloria",
GLZD483TO,GLOBAL_StringTable.csv,System,Bonita Shines,
GLZD484TO,GLOBAL_StringTable.csv,System,The Phantom Strikes,
GLZD485TO,GLOBAL_StringTable.csv,System,Jasper Unmasked,
GLZD486TO,GLOBAL_StringTable.csv,System,"Bonaparte, Fred",
GLZD487TO,GLOBAL_StringTable.csv,System,"Teglee, Edgar",
GLZD488TO,GLOBAL_StringTable.csv,System,Edgar's House of Cards,
GLZD489TO,GLOBAL_StringTable.csv,System,Showdown with El Odio,
GLZD490TO,GLOBAL_StringTable.csv,System,What's that Spell?,
GLZD491TO,GLOBAL_StringTable.csv,System,Dead Dingo,
GLZD492TO,GLOBAL_StringTable.csv,System,Thorney Towers,
GLZD493TO,GLOBAL_StringTable.csv,System,Crossing Oblongata,
GLZD494TO,GLOBAL_StringTable.csv,System,Lili in the Tower,
GLZD495TO,GLOBAL_StringTable.csv,System,Edgar's Rage,
GLZD496TO,GLOBAL_StringTable.csv,System,Fred's Victory,
GLZD497TO,GLOBAL_StringTable.csv,System,Disorderlies,
GLZD498TO,GLOBAL_StringTable.csv,System,Turtle Soup,
GLZD499TO,GLOBAL_StringTable.csv,System,Daddy's Here,
GLZD500TO,GLOBAL_StringTable.csv,System,Psychonaut Showdown,
GLZD501TO,GLOBAL_StringTable.csv,System,Linda and Sam,
GLZD502TO,GLOBAL_StringTable.csv,System,I Lose my Mind,
GLZD503TO,GLOBAL_StringTable.csv,System,Young Oleander/Self,
GLZD504TO,GLOBAL_StringTable.csv,System,The Butcher,
GLZD505TO,GLOBAL_StringTable.csv,System,My Dad,
GLZD506TO,GLOBAL_StringTable.csv,System,Primal Memories,
GLAZ012TO,GLOBAL_StringTable.csv,System,Caravan,
GLAZ013TO,GLOBAL_StringTable.csv,System,Hatching Grounds,
GLZD507TO,GLOBAL_StringTable.csv,System,Saving game.  Please don't turn off your Xbox console.,
GLZE018TO,GLOBAL_StringTable.csv,System,This save game appears to be damaged and cannot be used. Press /Abutton/ to continue.,
GLZD508TO,GLOBAL_StringTable.csv,System,Buy a DOWSING ROD at the camp store.,
GLZD509TO,GLOBAL_StringTable.csv,System,Find enough DEEP ARROWHEADS with the DOWSING ROD to afford the COBWEB DUSTER.,
GLZD511TO,GLOBAL_StringTable.csv,System,Bring brains back to Agent Cruller to increase MENTAL HEALTH POTENTIAL!,
GLZD512TO,GLOBAL_StringTable.csv,System,Brainless!,
GLZD513TO,GLOBAL_StringTable.csv,System,Brain Found--Must Return to Agent Cruller.,
GLZD514TO,GLOBAL_StringTable.csv,System,Re-brained!,
GLZD515TO,GLOBAL_StringTable.csv,System,PSI Challenge Markers,
GLZD516TO,GLOBAL_StringTable.csv,System,Scavenger Hunt Items,
GLZD517TO,GLOBAL_StringTable.csv,System,PSI Cards,
GLZD518TO,GLOBAL_StringTable.csv,System,Brains,
GLZD519TO,GLOBAL_StringTable.csv,System,Cobwebs,
GLZD520TO,GLOBAL_StringTable.csv,System,Vaults,
GLZD521TO,GLOBAL_StringTable.csv,System,PSI Cadet Rank,
GLZD522TO,GLOBAL_StringTable.csv,System,Arrowheads,
GLZD523TO,GLOBAL_StringTable.csv,System,Scavenger Hunt Items Found,
GLZD524TO,GLOBAL_StringTable.csv,System,Emotional Baggage Sorted,
GLZD525TO,GLOBAL_StringTable.csv,System,Redeem these with Ford!,
GLZD528TO,GLOBAL_StringTable.csv,System,PSI Cores,
GLZD530TO,GLOBAL_StringTable.csv,System,Bobby Zilch,
GLZD531TO,GLOBAL_StringTable.csv,System,Dogen Boole,
GLZD532TO,GLOBAL_StringTable.csv,System,"Benny ""The Nose"" Fideleo",
GLZD533TO,GLOBAL_StringTable.csv,System,Elka Doom,
GLZD534TO,GLOBAL_StringTable.csv,System,Kitty Bubai,
GLZD535TO,GLOBAL_StringTable.csv,System,Chloe Barge,
GLZD536TO,GLOBAL_StringTable.csv,System,Franke Athens,
GLZD537TO,GLOBAL_StringTable.csv,System,J.T. Hoofburger,
GLZD538TO,GLOBAL_StringTable.csv,System,Quentin Hedgemouse,
GLZD539TO,GLOBAL_StringTable.csv,System,Vernon Tripe,
GLZD540TO,GLOBAL_StringTable.csv,System,Milka Phage,
GLZD541TO,GLOBAL_StringTable.csv,System,Crystal Flowers Snagrash,
GLZD542TO,GLOBAL_StringTable.csv,System,Clem Foote,
GLZD543TO,GLOBAL_StringTable.csv,System,Nils Lutefisk,
GLZD544TO,GLOBAL_StringTable.csv,System,Maloof Canola,
GLZD545TO,GLOBAL_StringTable.csv,System,Mikhail Bulgakov,
GLZD546TO,GLOBAL_StringTable.csv,System,Phoebe Love,
GLZD547TO,GLOBAL_StringTable.csv,System,Elton Fir,
GLZD548TO,GLOBAL_StringTable.csv,System,Chops Sweetwind,
GLZD549TO,GLOBAL_StringTable.csv,System,View Reel:,
GLZD550TO,GLOBAL_StringTable.csv,System,View Movie:,
GLZD551TO,GLOBAL_StringTable.csv,System,/AButton/ Select,
GLZD552TO,GLOBAL_StringTable.csv,System,Out of Map Range,
GLZD553TO,GLOBAL_StringTable.csv,System,Basic Braining Merit Badge viewable in JOURNAL.,
GLZD554TO,GLOBAL_StringTable.csv,System,Y,
GLZD555TO,GLOBAL_StringTable.csv,System,N,
GLZD556TO,GLOBAL_StringTable.csv,System,/Abutton/ Zoom in,
GLZD557TO,GLOBAL_StringTable.csv,System,/Abutton/ Zoom out,
GLAZ014TO,GLOBAL_StringTable.csv,System,Stage Entrance,
GLZD558TO,GLOBAL_StringTable.csv,System,This profile,
GLZD559TO,GLOBAL_StringTable.csv,System,Not found yet.,
GLZD560TO,GLOBAL_StringTable.csv,System,Please free,
GLZD561TO,GLOBAL_StringTable.csv,System,more blocks.,
GLZD562TO,GLOBAL_StringTable.csv,System,Autosave:,
GLZD563TO,GLOBAL_StringTable.csv,System,This Profile is damaged,
GLZF035TO,GLOBAL_StringTable.csv,System,"Try the PALM MEGABOMB! Start a PALM BOMB, and then smash /MeleeButton/ as fast as you can!",
GLZF037TO,GLOBAL_StringTable.csv,System,The Collective Unconscious,
GLZD564TO,GLOBAL_StringTable.csv,System,Character Modeling and Rigging,
GLZD565TO,GLOBAL_StringTable.csv,System,Director of Creative Services,
GLZD566TO,GLOBAL_StringTable.csv,System,Package and Manual Design,
GLZD567TO,GLOBAL_StringTable.csv,System,Web Site Design,
GLZD568TO,GLOBAL_StringTable.csv,System,MAJESCO WOULD LIKE TO THANK,
GLZD569TO,GLOBAL_StringTable.csv,System,DOUBLE FINE WOULD LIKE TO THANK,
GLZD570TO,GLOBAL_StringTable.csv,System,...and the volunteer tester army!,
GLZD571TO,GLOBAL_StringTable.csv,System,Very Special Thanks,
GLZD572TO,GLOBAL_StringTable.csv,System,Senior Graphics Architect,
GLZD573TO,GLOBAL_StringTable.csv,System,why aren't you pressing START???,
GLZF038TO,GLOBAL_StringTable.csv,System,TK EXTENSION! Your TELEKINESIS range has been extended!,
GLZF040TO,GLOBAL_StringTable.csv,System,ROLLING HAVOC! Wrecking Ball activates as soon as you start rolling on the Levitation Ball!,
GLZF042TO,GLOBAL_StringTable.csv,System,"SENSORY SCRAMBLE! You further cloud your enemies' minds, and Confusion lasts twice as long.",
GLZF043TO,GLOBAL_StringTable.csv,System,"PSYCHIC REGENERATION! Your friends at camp are focusing their energy directly into you, and you'll now slowly regenerate mental health!",
GLZF044TO,GLOBAL_StringTable.csv,System,"INFINITE AMMO! By tapping into the raw power of the nearby Psitanium deposit, you've obtained infinite psychic ammo for PSI Blast and Confusion.",
GLZD574TO,GLOBAL_StringTable.csv,System,Take log-tunnel to Ford's lab and get a PSI Blast training badge from Ford.,
GLZD575TO,GLOBAL_StringTable.csv,System,Return to Sasha's Lab with your training badge.,
GLZD576TO,GLOBAL_StringTable.csv,System,KILL THE TWO-HEADED DAD MONSTER!,
GLZD577TO,GLOBAL_StringTable.csv,System,A DOUBLE FINE PRODUCTION,
GLZD578TO,GLOBAL_StringTable.csv,System,MAJESCO,
GLZD579TO,GLOBAL_StringTable.csv,System,Fight the Den Mother.,
GLZB063TO,GLOBAL_StringTable.csv,System,Candle,
GLZD580TO,GLOBAL_StringTable.csv,System,Health Low! Dream Fluff Activated!,
GLZZ000TO,GLOBAL_StringTable.csv,System,Whispering Rock Psychic Summer Camp,
GLZF046TO,GLOBAL_StringTable.csv,System,INFINITE AMMO upgrade at rank:,
GLZD581TO,GLOBAL_StringTable.csv,System,Voice Director,
GLZD582TO,GLOBAL_StringTable.csv,System,Credits,
GLZC008TO,GLOBAL_StringTable.csv,System,New PSI power earned!,
GLZF047TO,GLOBAL_StringTable.csv,System,SUPER CHAIN BLAST! Your Chain Blast can now hit up to 6 enemies in a row!,
GLZD583TO,GLOBAL_StringTable.csv,System,Are you sure you want to,
GLZE019TO,GLOBAL_StringTable.csv,System,Mount this pole and move up to climb.,
GLZB064TO,GLOBAL_StringTable.csv,System,"You can open a DREAM FLUFF at any time to fully restore your MENTAL HEALTH, and if you lose all your MENTAL HEALTH, they open themselves automatically. Very handy!",
GLZF048TO,GLOBAL_StringTable.csv,System,PSI POWER UPGRADE EARNED!,
GLZD584TO,GLOBAL_StringTable.csv,System,Collect reward from Ranger Cruller for completing half of the Scavenger Hunt!,
GLZD585TO,GLOBAL_StringTable.csv,System,Collect reward from Ranger Cruller for completing the Scavenger Hunt!,
GLAZ015TO,GLOBAL_StringTable.csv,System,Big-Top Entrance,
GLAZ016TO,GLOBAL_StringTable.csv,System,Butcher's Tent,
GLZD586TO,GLOBAL_StringTable.csv,System,Go see Agent Cruller to get new PSI power!,
GLZZ001TO,GLOBAL_StringTable.csv,System,Press /AButton/ to Start a New Game,
GLZZ002TO,GLOBAL_StringTable.csv,System,Press /AButton/ to Continue,
GLZZ003TO,GLOBAL_StringTable.csv,System,Press /AButton/ to Load a Saved Game,
GLZZ004TO,GLOBAL_StringTable.csv,System,Press /AButton/ for Options,
GLZD587TO,GLOBAL_StringTable.csv,System,Saving autosave. Please don't turn off your Xbox console.,
GLZF049TO,GLOBAL_StringTable.csv,System,Bonus scene at rank 100!,
GLZZ005TO,GLOBAL_StringTable.csv,System,"Developed by Double Fine Productions, Inc.  (c) 2005 Double Fine Productions, Inc.  All rights reserved.  Published & distributed by Majesco Entertainment Company. (c) 2005 Majesco Entertainment Company.  All Rights Reserved.",
GLZE020TO,GLOBAL_StringTable.csv,System,This profile appears to be damaged and cannot be used. Press /Abutton/ to continue.,
GLZE021TO,GLOBAL_StringTable.csv,System,Damaged Save Game,
GLPC000TO,GLOBAL_StringTable.csv,System,Move Forward,
GLPC001TO,GLOBAL_StringTable.csv,System,Move Backward,
GLPC002TO,GLOBAL_StringTable.csv,System,Move Left,
GLPC003TO,GLOBAL_StringTable.csv,System,Move Right,
GLPC004TO,GLOBAL_StringTable.csv,System,Jump,
GLPC005TO,GLOBAL_StringTable.csv,System,Attack,
GLPC006TO,GLOBAL_StringTable.csv,System,Use,
GLPC008TO,GLOBAL_StringTable.csv,System,LockOn/Float,
GLPC009TO,GLOBAL_StringTable.csv,System,PSI Power1,
GLPC010TO,GLOBAL_StringTable.csv,System,PSI Power2,
GLPC011TO,GLOBAL_StringTable.csv,System,PSI Power3,
GLPC012TO,GLOBAL_StringTable.csv,System,Inventory Menu,
GLPC013TO,GLOBAL_StringTable.csv,System,PSI Powers Menu,
GLPC014TO,GLOBAL_StringTable.csv,System,First Person View,
GLPC015TO,GLOBAL_StringTable.csv,System,Journal,
GLPC016TO,GLOBAL_StringTable.csv,System,Stats,
GLPC017TO,GLOBAL_StringTable.csv,System,Look Up,
GLPC018TO,GLOBAL_StringTable.csv,System,Look Down,
GLPC019TO,GLOBAL_StringTable.csv,System,Look Left,
GLPC020TO,GLOBAL_StringTable.csv,System,Look Right,
GLPS000TO,GLOBAL_StringTable.csv,System,Checking for Memory Card (PS2) in MEMORY CARD slot 1.,
GLPS001TO,GLOBAL_StringTable.csv,System,Please do not remove Memory Card (PS2) from MEMORY CARD slot 1.,
GLPS002TO,GLOBAL_StringTable.csv,System,Load?,
GLPS003TO,GLOBAL_StringTable.csv,System,Error loading.,
GLPS004TO,GLOBAL_StringTable.csv,System,Save?,
GLPS005TO,GLOBAL_StringTable.csv,System,Error saving.,
GLPS006TO,GLOBAL_StringTable.csv,System,Overwrite?,
GLPS007TO,GLOBAL_StringTable.csv,System,Error overwriting.,
GLPS008TO,GLOBAL_StringTable.csv,System,Delete?,
GLPS009TO,GLOBAL_StringTable.csv,System,Error deleting.,
GLPS010TO,GLOBAL_StringTable.csv,System,Memory Card (PS2) in MEMORY CARD slot 1 is unformatted. If you do not format it then you will not be able to save game data. Format?,
GLPS011TO,GLOBAL_StringTable.csv,System,Error formatting.,
GLPS012TO,GLOBAL_StringTable.csv,System,Insufficient space on Memory Card (PS2) inserted in MEMORY CARD slot 1. Psychonauts requires 270KB of free space. Retry?,
GLPS013TO,GLOBAL_StringTable.csv,System,Memory Card (PS2) in MEMORY CARD slot 1 was removed. Autosave has been disabled. Use the save game option to manually save your game and enable autosave.,
GLPS014TO,GLOBAL_StringTable.csv,System,No Memory Card (PS2) inserted in MEMORY CARD slot 1. Psychonauts requires 270KB of free space. Retry?,
GLPS015TO,GLOBAL_StringTable.csv,System,Mono,
GLPS016TO,GLOBAL_StringTable.csv,System,Stereo,
GLPS017TO,GLOBAL_StringTable.csv,System,Dolby Pro Logic (SM) II,
GLPS018TO,GLOBAL_StringTable.csv,System,Sound Mode,
GLPC021TO,GLOBAL_StringTable.csv,System,Type your nickname. Only letters and numbers allowed.,
GLPC022TO,GLOBAL_StringTable.csv,System,Press Enter when done.,
GLPC023TO,GLOBAL_StringTable.csv,System,Press Escape to cancel.,
GLZZ006TO,GLOBAL_StringTable.csv,System,World's Smallest Pony,
GLZZ007TO,GLOBAL_StringTable.csv,System,Careful,
GLZD588TO,GLOBAL_StringTable.csv,System,Symbols,
GLZD589TO,GLOBAL_StringTable.csv,System,A-B-C,
GLZD591TO,GLOBAL_StringTable.csv,System,Psychonauts Comic #1,
GLZD590TO,GLOBAL_StringTable.csv,System,Localization Testers,
GLZD592TO,GLOBAL_StringTable.csv,System,Cherry Wood Pipe,
GLZD593TO,GLOBAL_StringTable.csv,System,Miner's Skull,
GLZD594TO,GLOBAL_StringTable.csv,System,Pirate Scope,
GLZD595TO,GLOBAL_StringTable.csv,System,Fertility Idol,
GLZD596TO,GLOBAL_StringTable.csv,System,Dinosaur Bone,
GLZB065TO,GLOBAL_StringTable.csv,System,Maximum Projection Depth Increased!,
GLZD597TO,GLOBAL_StringTable.csv,System,QA Project Lead,
GLZD598TO,GLOBAL_StringTable.csv,System,QA Manager,
GLZD599TO,GLOBAL_StringTable.csv,System,Office Manager/Production Assistant,
GLZD600TO,GLOBAL_StringTable.csv,System,Megaphone,
